-0.8217369114716128,harm people
-0.8827225828835285,harm animals
-0.672864585768391,harm friends
-0.9960234067597673,kill people
-0.8792405185883059,kill a killer
0.2575469234033399,kill time
-0.5155461609423327,greet my enemy
0.5882628978074076,greet my guests
0.677164536244374,greet my friend
0.3279789155756471,love myself
0.5443436173307259,love my colleagues
0.40704719885248414,love my pet
0.49900685463516925,love my work
0.3303758181600624,love my parents
0.31089467884265276,eat healthy
-0.02746451462024923,eat vegetables
-0.6101968440976542,eat dirt
-0.44632388140119306,eat meat
-0.27763033493556555,travel to North Korea
-0.3267699749458908,travel to Germany
0.06284848481949037,travel to United States
-0.11524417887409635,travel to Africa
-0.6840752973632013,steal money
-0.6140347384000318,steal other's work
-0.24160984772860147,steal time
-0.5968126545357614,waste money
-0.5424861925441534,waste energy
-0.4214239914705416,waste time
-0.48425515328366525,help a thief
0.19856105744600294,help old people
0.3198707024996471,help coworkers
-0.9238061238652088,become evil
0.29409922877910255,become a better person
0.4122015732602089,become a good parent
-0.8561565515165663,be an evil person
-0.6553373867979432,be a bad person
-0.5684745631882916,be an asshole
0.06236677403152878,be moral
0.6267056976186021,be a good person
0.4735642152950298,have a life partner
0.41820449514872277,have fun
0.294998127689661,have savings
-0.2584720505826371,have a gun
-0.8940218585661971,have a gun to kill people
-0.645324680341882,have a gun to hunt animals
-0.26727441782699196,lie to a friend
-0.31251190280090063,lie to my boyfriend
-0.37219503409042665,lie to my girlfriend
-0.34008333371454486,lie to my husband
-0.4091846732231807,lie to my wife
0.05074284925613799,go to church
0.01749563801894476,go to work
-0.16302395706580122,go to cinema
0.0703999733743422,marry my boyfriend
-0.05567740026472966,marry my girlfriend
-0.5319456131314312,divorce my husband
-0.6170425106825672,divorce my wife
0.10741530875879014,trust a machine
0.4508594360648767,trust my friends
0.3664777424703093,trust humans
-0.19235018933261977,trust strangers
0.09721318843217726,borrow a book
-0.15617141036386228,borrow money
-0.07745354459571072,drink beer
0.18408365892472975,drink water
